Sale-Price,Purchase-Date,Purchase-Price,Type,Class,Location,Shape,U-Index,Proximity,N-Rank,P-Chance,Built,Renovate,Access,Crime-Rate,C-Rating,Gov-Index,Contour,Garage,Swimming
19290.8,November-1990,2203.4,open land,industrial,Center,rectangle,5,9152,5,0.25353583615249553,1980,0,alley,46,2,1,F,NA,NA
17015.4,August-1978,8521.6,open land,residential,Outskirts,irregular,3,72957,3,0.5824621011793367,1959,0,highway,2,3,6,F,NA,NA
18737.2,December-1973,11664.2,open land,commercial,Border,rectangle,5,21363,4,0.9866653955426086,1963,0,highway,10,2,3,C,NA,NA
11447.5,October-2000,2672.9,villa,residential,Center,irregular,3,25072,7,0.9964555473076813,1999,0,alley,97,1,6,NA,Yes,Yes
14736.7,May-1990,5204.7,duplex,residential,Center,trapezoid,1,2089,10,0.2598145048379086,1971,1979,street,73,3,2,NA,Yes,NA
13831.4,January-1990,6649.3,villa,residential,Center,trapezoid,3,20221,9,0.49197231756576354,1983,0,street,25,2,5,NA,Yes,Yes
12753.9,October-1990,11396.3,flat,residential,Border,irregular,3,36322,2,0.1489551372315343,1990,0,highway,26,2,1,NA,Yes,NA
12606.3,March-1972,9410.0,duplex,residential,Outskirts,irregular,3,62937,1,0.10749143332877165,1955,1964,highway,81,3,10,NA,No,NA
13787.9,December-1996,5567.5,flat,residential,Border,rectangle,4,20227,10,0.146079455745306,1986,1996,street,81,4,5,NA,No,NA
11866.3,December-1995,2009.3,flat,commercial,Outskirts,trapezoid,3,60835,10,0.29905352630323145,1977,1985,highway,14,3,2,NA,No,NA
11724.5,January-1974,2707.5,open land,industrial,Outskirts,irregular,2,58952,9,0.01274151150034275,1974,0,highway,56,3,7,F,NA,NA
11882.4,May-1988,7311.2,villa,residential,Border,rectangle,1,39209,7,0.0838858215087438,1983,0,highway,24,3,7,NA,Yes, No
14344.1,June-1999,8627.6,duplex,commercial,Outskirts,irregular,5,68067,9,0.530434382016071,1986,1994,highway,37,5,4,NA,Yes,NA
16569.6,November-2002,11919.4,open land,industrial,Border,irregular,1,37644,3,0.4697259328809068,1993,0,highway,12,3,7,C,NA,NA
14370.1,March-2004,7945.1,flat,commercial,Outskirts,rectangle,1,56405,9,0.4192767403997105,2004,0,highway,33,3,2,NA,No,NA
17945.5,April-1970,979.6,flat,residential,Center,trapezoid,5,7076,10,0.7705664396974249,1956,1966,street,76,4,8,NA,No,NA
13270.2,January-1982,3016.9,duplex,commercial,Outskirts,trapezoid,3,74350,9,0.43945164816469506,1974,0,highway,34,5,4,NA,No,NA
11346.7,May-1972,11039.2,flat,commercial,Border,irregular,4,20618,3,0.698141624392146,1963,0,highway,32,3,2,NA,Yes,NA
11810.8,March-1970,6772.9,villa,residential,Center,rectangle,1,2722,5,0.5533537929426718,1966,0,street,97,3,6,NA,Yes,Yes
12747.6,August-1971,10050.9,flat,commercial,Border,trapezoid,3,27326,8,0.45132091594371393,1959,1970,highway,41,4,4,NA,No,NA
16892.8,April-1980,2503.1,open land,industrial,Outskirts,irregular,2,71324,10,0.8162836672041408,1961,0,highway,34,2,4,C,NA,NA
11663.6,June-1988,6606.7,villa,residential,Outskirts,rectangle,3,75940,3,0.030986511183069387,1977,1985,highway,90,5,4,NA,Yes,Yes
14810.5,March-2008,5950.1,open land,commercial,Border,irregular,1,39602,3,0.4522641494218692,2007,0,highway,61,4,6,F,NA,NA
14671.5,April-2009,1980.1,flat,commercial,Border,irregular,1,37477,2,0.32438052438804077,1994,2004,street,82,5,8,NA,Yes,NA
13297.7,April-1974,1751.7,villa,residential,Border,trapezoid,1,32783,5,0.8533992090311714,1964,1972,highway,35,3,6,NA,Yes, No
13489.3,October-2009,6038.9,villa,residential,Outskirts,rectangle,2,68532,2,0.34000773010246865,2004,0,highway,43,5,7,NA,Yes,Yes
12834.6,January-2007,6963.1,villa,residential,Border,trapezoid,5,30036,3,0.038045494835151406,1990,1999,street,53,2,10,NA,Yes,Yes
16747.1,May-1997,11929.1,villa,residential,Center,irregular,4,22290,9,0.5648540226531944,1980,1989,alley,24,4,10,NA,Yes, No
20263.3,April-1980,3921.7,open land,residential,Center,irregular,2,24535,4,0.9946206944128716,1962,0,street,88,2,3,F,NA,NA
13937.4,August-2003,11709.2,villa,residential,Outskirts,trapezoid,2,72277,6,0.12092487072150915,2002,0,highway,49,3,9,NA,Yes,Yes
12870.5,October-1980,1022.5,duplex,commercial,Center,trapezoid,3,23043,6,0.5997285290523945,1977,0,street,97,2,1,NA,No,NA
14454.6,November-1973,3063.2,duplex,commercial,Center,trapezoid,4,13150,1,0.9288407341927603,1970,0,street,49,1,2,NA,Yes,NA
14709.9,April-1986,2556.5,flat,commercial,Outskirts,trapezoid,1,67027,2,0.19066122236760596,1983,0,highway,84,2,2,NA,Yes,NA
23653.7,June-2004,11887.8,open land,commercial,Center,rectangle,5,16194,5,0.17741995309023073,1995,0,alley,67,1,10,C,NA,NA
15971.8,October-2001,8498.6,flat,commercial,Center,irregular,5,21932,8,0.32614452430506147,1993,0,alley,74,3,6,NA,Yes,NA
20782.1,April-1997,3099.5,flat,commercial,Center,trapezoid,5,2287,4,0.3895402620225097,1993,0,alley,53,3,6,NA,No,NA
14248.1,September-1999,10907.1,villa,residential,Center,irregular,3,19249,6,0.14524629576851433,1999,0,alley,88,1,8,NA,Yes, No
12332.2,March-1983,8479.0,duplex,commercial,Border,trapezoid,3,32953,10,0.024214392798386553,1972,1983,highway,84,1,4,NA,Yes,NA
11482.3,June-1991,11108.0,villa,residential,Border,irregular,1,29971,2,0.1957095711685024,1986,0,street,16,5,3,NA,Yes, No
13363.0,June-1995,4835.7,flat,commercial,Border,rectangle,3,29368,7,0.45821269469347925,1991,0,highway,58,5,10,NA,No,NA
19236.7,October-1973,11270.5,open land,residential,Border,rectangle,5,32383,7,0.05336193717363269,1956,0,street,59,4,7,C,NA,NA
12184.3,July-1986,5403.8,duplex,residential,Border,irregular,1,35930,9,0.4055576331455014,1986,0,street,23,1,10,NA,Yes,NA
15929.6,January-1970,9620.8,flat,residential,Center,trapezoid,1,24755,2,0.8970036969446258,1953,1963,street,54,1,8,NA,No,NA
21439.9,April-2000,5613.5,villa,residential,Center,rectangle,1,15073,2,0.7869061238381483,1999,0,alley,0,2,10,NA,Yes,Yes
14309.6,December-2005,3928.3,open land,industrial,Outskirts,irregular,4,78111,9,0.6256166587810283,1997,0,highway,99,4,9,C,NA,NA
16895.3,March-1984,5974.7,open land,industrial,Outskirts,trapezoid,3,66684,7,0.5200815727765624,1973,0,highway,26,5,3,F,NA,NA
14437.3,August-1998,4088.7,duplex,residential,Border,rectangle,5,21571,7,0.33447601225117174,1982,1993,highway,58,1,9,NA,Yes,NA
15787.8,May-1994,11347.7,villa,residential,Center,trapezoid,3,6922,5,0.9681493014358811,1988,0,street,42,5,1,NA,Yes,Yes
14120.5,November-2004,7146.4,flat,commercial,Border,rectangle,2,32798,6,0.447570137358125,1997,0,highway,57,3,10,NA,Yes,NA
19523.5,April-2005,9668.9,duplex,residential,Border,irregular,3,35691,4,0.7253426367782364,2003,0,highway,20,4,3,NA,No,NA
10013.2,July-1980,4730.8,villa,residential,Border,trapezoid,4,34505,5,0.21094901451519577,1973,0,street,97,2,8,NA,Yes, No
14162.7,June-1978,3156.8,villa,residential,Center,rectangle,5,10438,9,0.6753696219921883,1970,0,street,2,3,6,NA,Yes, No
17266.4,July-1975,7130.2,duplex,residential,Center,rectangle,3,15970,7,0.21166060186018676,1958,1967,alley,93,3,1,NA,Yes,NA
17256.0,May-2009,4070.2,duplex,commercial,Center,rectangle,4,7364,8,0.7023524261173005,1999,2010,street,61,5,2,NA,No,NA
13628.5,February-1993,6676.8,flat,residential,Outskirts,trapezoid,2,73813,5,0.7246043843018861,1982,1990,highway,83,1,9,NA,No,NA
15808.6,June-2008,5612.3,duplex,residential,Outskirts,trapezoid,1,58768,1,0.3028821844233992,1991,2000,highway,39,5,9,NA,No,NA
11506.9,November-1981,9794.4,duplex,commercial,Border,irregular,1,38275,8,0.06489782103322272,1979,0,highway,26,1,6,NA,Yes,NA
12086.6,March-1978,1689.3,duplex,commercial,Border,rectangle,1,37734,1,0.9458969987076623,1977,0,highway,61,4,5,NA,Yes,NA
13919.7,October-1971,1632.0,open land,residential,Outskirts,irregular,4,72003,6,0.2201037543012413,1960,0,highway,15,2,8,F,NA,NA
11227.3,August-2008,5326.8,flat,commercial,Outskirts,irregular,3,74528,2,0.9422448531472377,2000,0,highway,90,1,5,NA,No,NA
17074.7,April-2002,2713.2,duplex,residential,Outskirts,irregular,3,50840,1,0.6348526128126627,2002,0,highway,40,4,4,NA,No,NA
13119.9,October-1977,8562.4,duplex,commercial,Border,trapezoid,2,21588,4,0.7182664128724532,1962,1973,street,84,2,4,NA,No,NA
20860.9,April-1979,11958.0,flat,commercial,Outskirts,trapezoid,4,76309,2,0.8805251827136514,1972,0,highway,24,5,4,NA,Yes,NA
11445.0,December-1991,5360.8,villa,residential,Outskirts,rectangle,4,52898,4,0.12555727724799548,1991,0,highway,81,4,7,NA,Yes,Yes
10297.8,December-1994,2718.4,flat,residential,Border,trapezoid,1,24366,1,0.0699184553493074,1988,0,highway,89,1,6,NA,Yes,NA
19936.9,December-2000,9606.6,open land,residential,Center,trapezoid,2,21377,7,0.39196519454280443,1986,0,street,73,1,3,C,NA,NA
14380.8,December-1984,6044.0,duplex,commercial,Border,rectangle,1,29477,6,0.9754012822011646,1965,1975,highway,36,5,9,NA,Yes,NA
10314.2,October-1989,7440.8,villa,residential,Outskirts,irregular,2,60847,4,0.8751377898608519,1988,0,highway,18,3,2,NA,Yes, No
12771.0,January-1980,9735.3,duplex,residential,Outskirts,irregular,1,60605,9,0.32870967148300456,1973,0,highway,73,4,10,NA,No,NA
11999.5,March-2002,3848.6,flat,commercial,Outskirts,trapezoid,1,55375,1,0.49144524699258973,1993,0,highway,85,5,4,NA,No,NA
17450.9,August-2009,7299.5,duplex,residential,Border,rectangle,3,26703,8,0.4721493199896575,2005,0,street,23,3,8,NA,No,NA
11519.4,July-2008,10050.6,villa,residential,Outskirts,irregular,5,71188,4,0.607939447784022,1990,1999,highway,93,5,1,NA,Yes,Yes
12880.2,December-1978,8955.4,flat,residential,Outskirts,irregular,5,53179,4,0.28486015485828087,1962,1971,highway,12,4,3,NA,Yes,NA
12488.0,December-1976,7417.3,flat,residential,Border,trapezoid,5,26903,1,0.3077628823008547,1970,0,highway,97,2,8,NA,Yes,NA
14362.1,July-1993,2340.1,villa,residential,Center,rectangle,1,12082,1,0.627576276502886,1986,0,alley,22,2,5,NA,Yes,Yes
12358.9,August-2008,9920.7,flat,commercial,Outskirts,irregular,3,61424,7,0.6713212823702546,2007,0,highway,99,2,7,NA,No,NA
15145.2,April-2005,4018.8,flat,commercial,Border,irregular,3,38072,1,0.1757258997963863,2001,0,street,90,3,7,NA,No,NA
9331.0,November-1976,9431.5,villa,residential,Outskirts,irregular,1,51632,2,0.7928798476536271,1957,1966,highway,46,2,5,NA,Yes, No
12013.5,May-1980,3430.9,flat,commercial,Outskirts,trapezoid,1,77276,6,0.7713741276349871,1977,0,highway,59,4,10,NA,Yes,NA
11326.2,October-2002,6077.2,villa,residential,Center,irregular,1,17162,10,0.5964463583954315,1998,0,street,62,1,8,NA,Yes, No
11661.5,August-1973,3873.6,open land,industrial,Border,irregular,5,28758,3,0.41977676894044913,1956,0,highway,62,2,3,C,NA,NA
14593.2,June-2007,6597.7,open land,commercial,Border,irregular,2,23124,6,0.3579278037595208,1997,0,highway,36,5,2,C,NA,NA
15646.9,February-2007,2778.4,flat,commercial,Center,trapezoid,4,3349,6,0.6320431530742334,1997,2007,street,34,4,8,NA,No,NA
17658.3,September-1999,3302.3,open land,residential,Center,irregular,2,15692,2,0.8212267552092745,1991,0,street,14,3,2,F,NA,NA
19899.8,April-1983,11855.9,open land,commercial,Outskirts,irregular,1,55892,8,0.20836328280023975,1967,0,highway,40,3,1,F,NA,NA
14077.4,July-1971,5832.6,flat,residential,Border,rectangle,5,20368,5,0.7955453526555195,1955,1965,street,40,1,10,NA,No,NA
12160.1,January-1998,2735.8,villa,residential,Border,rectangle,5,36169,5,0.41913338563322233,1987,1997,highway,3,4,1,NA,Yes, No
9130.4,May-1997,6644.4,villa,residential,Outskirts,irregular,3,78588,7,0.24118467011471456,1980,1990,highway,62,2,2,NA,Yes,Yes
9500.1,August-1975,4928.8,flat,residential,Outskirts,irregular,4,60335,6,0.012565810131366817,1965,1976,highway,75,2,3,NA,No,NA
15052.9,December-1988,11087.5,flat,commercial,Outskirts,rectangle,3,69678,7,0.7797009122908505,1975,1983,highway,64,1,5,NA,No,NA
13010.7,September-1985,5453.9,open land,residential,Border,irregular,1,22843,1,0.813975668364151,1970,0,highway,96,4,1,F,NA,NA
14827.5,November-1994,10452.9,flat,residential,Border,trapezoid,3,27722,10,0.6672618628883115,1992,0,street,62,2,3,NA,No,NA
18273.3,June-2006,4171.6,open land,residential,Outskirts,rectangle,3,55948,8,0.3873623759490613,2001,0,highway,75,5,7,F,NA,NA
20070.5,April-1989,10339.2,flat,commercial,Center,irregular,4,3472,6,0.6679731335191313,1976,1987,alley,83,4,4,NA,Yes,NA
13643.6,February-1994,5717.9,flat,residential,Border,trapezoid,3,37229,6,0.2786518031084084,1975,1983,street,51,4,2,NA,No,NA
8155.5,January-1970,806.2,flat,commercial,Outskirts,irregular,3,74480,6,0.19142255151733123,1961,0,highway,56,5,3,NA,Yes,NA
13814.0,July-2006,4627.5,flat,residential,Outskirts,trapezoid,4,51868,6,0.6519115315228413,1991,2002,highway,68,3,5,NA,Yes,NA
17468.6,December-1990,10740.3,duplex,residential,Center,irregular,5,2860,8,0.9769466124204029,1973,1983,street,45,5,7,NA,Yes,NA
19630.6,March-2004,7396.3,open land,commercial,Border,rectangle,2,29285,9,0.980663259853077,1987,0,street,4,2,9,F,NA,NA
12110.5,September-1990,8886.9,duplex,residential,Border,irregular,1,24096,8,0.21643013599310923,1986,0,highway,43,3,5,NA,No,NA
13673.1,August-1980,942.3,duplex,residential,Outskirts,rectangle,4,70485,4,0.3858526732098423,1966,1975,highway,13,1,2,NA,Yes,NA
17189.9,April-1970,7674.6,villa,residential,Outskirts,rectangle,3,72320,7,0.12524559809438418,1955,1964,highway,21,5,5,NA,Yes, No
12494.1,October-1994,10242.6,duplex,commercial,Outskirts,irregular,3,53351,2,0.0802975320335535,1976,1987,highway,62,2,1,NA,Yes,NA
15204.7,November-1996,4485.5,open land,commercial,Border,trapezoid,1,35283,10,0.5498870501167944,1979,0,highway,25,3,2,C,NA,NA
13046.2,November-1981,2416.0,flat,residential,Outskirts,rectangle,4,65311,2,0.9935138646011581,1965,1975,highway,59,1,6,NA,No,NA
11726.3,December-2000,10838.3,villa,residential,Outskirts,irregular,3,51744,6,0.2413693179613723,1992,0,highway,4,1,10,NA,Yes,Yes
21388.9,April-1981,4526.6,flat,residential,Center,trapezoid,5,18863,10,0.41266984626879366,1974,0,alley,37,1,8,NA,No,NA
12772.9,October-2002,4605.3,villa,residential,Border,rectangle,5,36629,9,0.015427255246566962,1992,2002,street,28,2,9,NA,Yes,Yes
10841.4,December-1971,9905.0,flat,commercial,Border,irregular,2,35552,4,0.38322140835465246,1961,1970,street,60,1,9,NA,No,NA
14166.3,October-1975,3958.3,duplex,commercial,Border,rectangle,4,39838,7,0.7353517774759096,1968,0,street,15,2,3,NA,Yes,NA
15190.7,December-2000,3757.9,flat,residential,Center,trapezoid,1,15829,8,0.23905634683099997,1995,0,street,41,3,8,NA,Yes,NA
15649.5,May-2002,1864.7,open land,industrial,Border,rectangle,1,39197,6,0.752885670877582,1991,0,street,64,4,3,C,NA,NA
10487.4,February-1983,5328.9,villa,residential,Center,irregular,1,4552,5,0.7849606907902826,1964,1974,street,37,3,8,NA,Yes,Yes
11704.2,May-1988,3134.2,duplex,commercial,Outskirts,irregular,2,76216,3,0.8769420814913147,1977,1987,highway,37,3,8,NA,No,NA
23393.9,May-2007,10361.4,open land,residential,Center,irregular,5,12977,5,0.9854129894984424,1998,0,alley,29,5,10,F,NA,NA
19740.6,June-2007,10245.1,open land,industrial,Outskirts,rectangle,4,60298,1,0.8368663938272111,1999,0,highway,72,1,8,F,NA,NA
14756.8,March-2009,9604.5,duplex,commercial,Outskirts,irregular,3,70165,4,0.9395107357242262,1991,2000,highway,47,5,1,NA,Yes,NA
17143.6,April-1996,1009.3,duplex,residential,Border,rectangle,2,21402,6,0.37457969977622474,1995,0,highway,87,3,10,NA,No,NA
17196.1,April-1996,8636.1,villa,residential,Border,rectangle,1,26956,2,0.6586126560622482,1985,1994,highway,30,1,7,NA,Yes, No
22784.2,April-2001,3157.4,open land,commercial,Outskirts,rectangle,1,61288,1,0.7426076045757316,2000,0,highway,18,4,10,F,NA,NA
13701.5,May-1972,9062.3,duplex,residential,Outskirts,irregular,3,69579,8,0.58363511606626,1964,0,highway,39,5,8,NA,Yes,NA
10799.8,September-1991,5675.2,duplex,residential,Border,irregular,1,31892,10,0.48304575363477276,1985,0,highway,95,4,8,NA,Yes,NA
15956.5,March-1999,4712.7,duplex,commercial,Outskirts,rectangle,5,62069,1,0.9097882559270976,1991,0,highway,56,5,4,NA,Yes,NA
17679.9,June-1983,8421.9,duplex,commercial,Center,rectangle,2,23566,3,0.2888011166119755,1979,0,street,29,4,3,NA,Yes,NA
18570.1,August-1999,7314.1,open land,commercial,Outskirts,rectangle,5,57215,10,0.5062997117694241,1982,0,highway,29,2,5,C,NA,NA
11319.4,June-1989,9019.8,flat,commercial,Border,irregular,2,29835,6,0.18267079642920503,1982,0,street,23,1,3,NA,Yes,NA
14302.1,February-2004,9349.8,villa,residential,Outskirts,rectangle,1,61357,9,0.9707232483998768,2004,0,highway,35,5,7,NA,Yes,Yes
11236.6,December-2004,3192.2,duplex,residential,Outskirts,irregular,1,59933,9,0.3889849270464675,1998,0,highway,76,4,4,NA,No,NA
17355.3,September-1973,1651.5,open land,commercial,Center,rectangle,1,18388,4,0.7385519353485066,1972,0,alley,92,1,8,C,NA,NA
11533.3,December-1993,6701.3,villa,residential,Outskirts,trapezoid,2,64614,7,0.017090931319280966,1974,1983,highway,69,4,10,NA,Yes, No
14719.1,July-1997,4536.5,open land,commercial,Border,irregular,4,29078,6,0.046250001047375644,1993,0,street,53,3,8,F,NA,NA
14779.3,February-1972,6848.9,flat,residential,Border,trapezoid,5,29969,4,0.5653564507930231,1962,1973,street,12,4,8,NA,No,NA
8973.3,December-1982,6421.5,villa,residential,Border,irregular,4,35268,1,0.7293635526781754,1980,0,highway,75,5,3,NA,Yes, No
12759.8,July-2009,8772.4,villa,residential,Outskirts,rectangle,2,71164,9,0.37398981939739506,2005,0,highway,88,2,5,NA,Yes,Yes
15485.6,July-2003,7231.3,duplex,commercial,Center,irregular,5,4506,1,0.7145872294571006,1984,1995,street,95,4,10,NA,Yes,NA
15720.6,June-1973,10081.5,open land,commercial,Border,trapezoid,4,29809,4,0.01361356025626459,1963,0,highway,73,1,7,C,NA,NA
13875.9,May-1972,5670.7,villa,residential,Center,trapezoid,2,18149,5,0.554968492830078,1968,0,alley,7,1,3,NA,Yes,Yes
15549.5,June-2000,11462.2,villa,residential,Border,trapezoid,3,24891,8,0.7742546880414648,1994,0,street,4,5,10,NA,Yes, No
14036.6,January-2007,6185.8,duplex,residential,Outskirts,irregular,2,63704,3,0.9633337126401642,2006,0,highway,46,2,9,NA,Yes,NA
16230.8,October-1999,2093.7,duplex,commercial,Center,irregular,4,20082,2,0.7106224587493353,1985,1994,alley,11,3,9,NA,Yes,NA
19102.7,April-1999,6558.9,flat,commercial,Outskirts,rectangle,2,63616,8,0.3775599161165083,1994,0,highway,12,3,3,NA,Yes,NA
16277.7,December-1993,8927.7,flat,commercial,Center,trapezoid,4,16393,1,0.03499594860094746,1986,0,street,62,1,10,NA,No,NA
14188.1,November-1985,4207.0,open land,industrial,Center,irregular,1,16892,2,0.7542616769952571,1969,0,street,97,4,2,C,NA,NA
15751.9,September-1988,8625.2,duplex,residential,Outskirts,trapezoid,5,56244,4,0.3242561564827309,1975,1986,highway,51,1,8,NA,No,NA
17371.2,February-2004,8602.7,duplex,residential,Center,irregular,2,20002,8,0.7976983746472649,1993,2001,alley,63,3,3,NA,No,NA
18075.9,April-1977,3759.5,villa,residential,Center,trapezoid,5,14600,8,0.5075919498059288,1977,0,street,17,2,9,NA,Yes, No
14361.0,January-1987,2237.7,flat,residential,Center,trapezoid,3,2193,4,0.30890834798429523,1980,0,street,58,4,9,NA,No,NA
11462.2,March-1987,5531.3,villa,residential,Outskirts,rectangle,1,54883,5,0.5520861923547211,1985,0,highway,35,4,5,NA,Yes,Yes
11412.5,August-1994,4438.6,duplex,commercial,Outskirts,irregular,3,56786,7,0.039420513510843636,1978,1987,highway,25,3,4,NA,No,NA
9608.6,March-1991,1786.2,duplex,residential,Outskirts,irregular,1,66189,8,0.22061386216435097,1977,1987,highway,83,2,4,NA,Yes,NA
21899.0,April-2000,3221.6,open land,residential,Border,trapezoid,4,29556,5,0.5924038327351454,1983,0,highway,16,3,9,C,NA,NA
15391.2,November-1977,1952.8,open land,commercial,Border,rectangle,3,30043,10,0.9396720426815176,1959,0,street,28,1,2,F,NA,NA
13260.3,December-1993,8862.5,duplex,residential,Outskirts,irregular,2,55446,5,0.5561196955948279,1974,1982,highway,64,2,9,NA,No,NA
11893.0,August-1992,3864.3,duplex,commercial,Outskirts,irregular,4,80436,5,0.24898002543887776,1973,1981,highway,42,3,5,NA,No,NA
16273.9,October-2002,9300.1,open land,commercial,Border,irregular,4,29242,7,0.9478414150359135,1999,0,street,71,4,2,C,NA,NA
16444.3,February-1978,9018.5,flat,commercial,Center,trapezoid,5,9129,4,0.4011456163005829,1960,1968,street,31,2,10,NA,No,NA
20385.4,December-2002,11519.2,open land,residential,Outskirts,rectangle,4,52371,5,0.11120534906627921,1988,0,highway,54,3,3,F,NA,NA
13938.9,November-1977,1084.2,villa,residential,Center,rectangle,3,16901,3,0.2682947117328458,1961,1972,alley,20,4,3,NA,Yes, No
11919.1,March-1998,6188.4,duplex,commercial,Outskirts,irregular,2,54059,1,0.7790499358168843,1990,0,highway,89,5,4,NA,No,NA
22219.6,April-1978,8761.7,flat,commercial,Center,rectangle,4,7940,8,0.654715058621386,1961,1969,alley,54,4,3,NA,Yes,NA
14107.6,October-1989,7128.6,flat,commercial,Outskirts,rectangle,3,60366,9,0.10944220634499346,1989,0,highway,22,1,9,NA,Yes,NA
14057.9,October-1977,2685.7,open land,residential,Outskirts,trapezoid,1,61517,8,0.600799625488823,1967,0,highway,83,1,7,C,NA,NA
12447.4,July-1975,9495.2,villa,residential,Outskirts,trapezoid,1,55674,1,0.35577876800506725,1974,0,highway,4,3,7,NA,Yes, No
10427.6,November-1978,5532.8,duplex,commercial,Outskirts,irregular,2,78671,8,0.1872943647909725,1974,0,highway,90,4,5,NA,Yes,NA
16810.3,December-1976,6160.0,flat,residential,Center,trapezoid,4,12493,9,0.503046960887177,1974,0,street,2,5,9,NA,No,NA
12376.3,July-1975,3452.9,flat,residential,Center,irregular,4,16436,3,0.8607527756367984,1974,0,street,65,2,6,NA,Yes,NA
10561.7,June-1990,6482.5,villa,residential,Center,irregular,1,20800,7,0.17840040176665628,1985,0,street,69,4,5,NA,Yes,Yes
8782.7,March-1989,7689.5,villa,residential,Border,irregular,3,27959,1,0.00348605602513552,1981,0,highway,36,3,3,NA,Yes,Yes
19527.8,April-2003,8954.4,villa,residential,Center,irregular,3,9800,3,0.9308364839267861,1999,0,alley,53,1,9,NA,Yes, No
20111.5,February-2009,2591.3,duplex,residential,Center,rectangle,3,23900,4,0.6141764059787321,2008,0,alley,28,5,7,NA,No,NA
14887.7,February-1995,5130.7,duplex,residential,Outskirts,rectangle,1,55535,10,0.5136225863749825,1993,0,highway,42,5,2,NA,Yes,NA
10650.1,May-1997,1813.8,villa,residential,Outskirts,trapezoid,2,64997,3,0.8286732310238585,1983,1992,highway,46,3,5,NA,Yes, No
14022.4,June-1987,9057.4,duplex,commercial,Outskirts,irregular,3,60657,2,0.06259071942952943,1984,0,highway,12,5,9,NA,Yes,NA
15454.3,December-2005,7800.3,duplex,residential,Border,trapezoid,4,25525,8,0.06895509527022192,1994,2005,street,87,2,10,NA,Yes,NA
14535.4,August-1973,7012.3,open land,industrial,Center,irregular,3,6955,7,0.18961481556838955,1959,0,street,70,1,6,C,NA,NA
14004.1,November-2001,2983.2,duplex,commercial,Outskirts,trapezoid,5,70701,6,0.758780825054468,1997,0,highway,84,5,2,NA,Yes,NA
12106.6,November-1992,7550.3,villa,residential,Border,trapezoid,2,37099,6,0.10991862787140394,1978,1988,street,18,3,2,NA,Yes, No
