Sale-Price,Purchase-Date,Purchase-Price,Type,Class,Location,Shape,U-Index,Proximity,N-Rank,P-Chance,Built,Renovate,Access,Crime-Rate,C-Rating,Gov-Index,Contour,Garage,Swimming
13892.5,July-95,11907.8,duplex,commercial,Border,irregular,4,20784,8,0.6450164757674435,1981,1991.0,highway,42,5,3,NA,No,
18469.1,September-1991,8184.1,flat,residential,Center,rectangle,5,21159,10,0.1637571445281446,1989,0.0,street,1,4,2,NA,Yes,NA
10918.0,November-92,9369.4,villa,residential,Border,irregular,4,22707,1,0.20299531339595978,1981,1990.0,street,26,3,6,NA,Yes,Yes
14401.9,May-1997,10430.1,villa,residential,Outskirts,rectangle,5,75644,4,0.7252733200644926,1978,1988.0,highway,86,2,10,NA,Yes,Yes
14442.6,November-04,4967.8,flat,commercial,Center,trapezoid,1,15227,2,0.3137311965744559,1989,2000.0,street,99,3,10,,No,NA
16368.5,Mar-1972,6642.3,flat,residential,Center,trapezoid,5,22571,3,0.24240255536906619,1966,0.0,alley,80,1,6,,No,NA
15066.0,November-1973,4629.4,flat,commercial,Center,rectangle,2,7023mts,4,0.061777850435138504,1971,0.0,alley,63,2,8,NA,Yes,
14087.2,August-08,1384.0,villa,residential,Center,trapezoid,4,3066mts,8,0.8111336128821323,1989,1998.0,alley,62,1,7,NA,Yes, No
11259.5,November-1984,2149.8,villa,residential,Border,rectangle,5,36007mts,2,0.7803924285315528,1969,1977.0,highway,33,3,6,,Yes, No
14108.0,July-77,10428.6,villa,residential,Center,irregular,3,3768mts,2,0.8020108558688689,1976,0.0,alley,26,2,3,NA,Yes, No
18136.8,August-1976,7067.3,duplex,commercial,Center,rectangle,4,9024,3,0.2409339777631493,1966,1974.0,alley,48,4,4,NA,No,NA
17868.2,June-83,2198.2,open land,residential,Outskirts,rectangle,5,79513mts,4,0.20011461152292387,1973,0.0,highway,51,4,9,F,NA,NA
16388.9,April-2007,1913.2,villa,residential,Border,rectangle,4,37442,9,0.936960813783044,1994,2005.0,street,87,4,9,NA,Yes,Yes
9313.6,July-1982,1982.9,villa,residential,Outskirts,trapezoid,2,72817,8,0.6639360313130674,1979,0.0,highway,57,1,5,NA,Yes, No
15968.8,May-84,8184.4,duplex,residential,Center,irregular,4,2829,7,0.6097175258635039,1974,1982.0,street,27,4,7,,No,NA
16265.0,Jul-2008,7436.6,duplex,commercial,Border,trapezoid,2,40404,8,0.4960711857268787,2007,0.0,street,34,5,8,NA,Yes,NA
19082.4,March-1993,8081.3,open land,commercial,Center,trapezoid,2,22849,10,0.7730318996343453,1983,0.0,street,87,3,4,F,NA,
14677.2,January-1988,6855.8,flat,residential,Border,trapezoid,4,31065,1,0.9632830500443077,1973,1983.0,street,59,5,3,NA,No,NA
15181.0,January-2004,3782.7,flat,residential,Center,irregular,3,2945,10,0.5741649769239486,2000,0.0,alley,30,5,2,NA,Yes,NA
18369.7,August-1976,11610.9,open land,residential,Outskirts,trapezoid,5,60022,5,0.26433555923434227,1957,,highway,97,4,4,F,NA,NA
14964.2,Oct-2007,11906.6,flat,residential,Border,irregular,3,25099mts,9,0.056440277439163467,1991,2000.0,street,2,2,10,NA,Yes,NA
7287.9,May-1971,5779.0,flat,commercial,Border,irregular,2,34116mts,8,0.04495475962594109,1953,1964.0,highway,81,1,2,NA,Yes,
15074.9,December-1988,7859.8,duplex,commercial,Outskirts,trapezoid,5,76458,10,0.3353033382154683,1974,1983.0,highway,39,2,4,NA,No,NA
10826.8,March-1994,5835.8,villa,residential,Border,trapezoid,4,30389mts,10,0.11983529898579848,1985,0.0,street,83,1,8,NA,Yes, No
14662.1,May-1991,4089.4,land,industrial,Center,irregular,2,11719,8,0.23259870922286296,1980,0.0,street,65,3,5,C,NA,
18172.0,June-80,10083.1,land,commercial,Center,trapezoid,1,9949,5,0.6543089444737796,1970,0.0,street,76,2,2,C,NA,NA
19871.4,September-2008,3811.6,land,residential,Center,trapezoid,1,16746,5,0.8502147328811479,1993,,alley,93,4,2,C,NA,NA
11800.8,November-1972,10994.6,villa,residential,Center,irregular,3,15751mts,6,0.22034499911967298,1971,0.0,street,83,5,7,NA,Yes,Yes
13706.1,February-1986,947.0,duplex,residential,Outskirts,rectangle,3,71990mts,1,0.7100982747087079,1986,0.0,highway,97,5,6,NA,Yes,NA
18029.2,July-1993,11888.9,flat,residential,Center,trapezoid,4,5071,6,0.13639563675973942,1985,0.0,street,31,1,8,NA,Yes,
16921.2,July-2006,6326.7,villa,residential,Center,rectangle,5,9216,3,0.13418660767671808,1993,2003.0,alley,69,5,4,NA,Yes, No
13832.6,March-1982,2153.2,duplex,residential,Border,rectangle,3,28902,10,0.10215405197024785,1976,0.0,street,39,3,10,NA,No,NA
11312.3,Sep-1983,6330.2,duplex,residential,Border,irregular,1,40103,5,0.7354820451489554,1976,0.0,highway,64,3,5,,Yes,NA
12874.0,September-1974,4384.3,duplex,commercial,Border,trapezoid,4,24805,6,0.5699898541733616,1966,0.0,street,59,5,3,NA,Yes,NA
12882.1,February-1975,9143.6,flat,commercial,Border,trapezoid,4,27401,9,0.7167269057472128,1965,1975.0,highway,37,3,3,NA,Yes,NA
16717.6,Mar-1976,1358.3,duplex,commercial,Center,trapezoid,5,15954mts,2,0.8389503372588263,1957,1965.0,alley,23,4,4,,No,NA
16043.1,February-1991,960.3,duplex,residential,Center,trapezoid,1,17513,6,0.19818330413335272,1972,1982.0,alley,32,1,8,NA,No,NA
13186.8,Oct-1984,7941.0,duplex,residential,Outskirts,irregular,5,56852,6,0.6587851313296397,1971,1979.0,highway,58,3,3,NA,Yes,
13214.3,November-1984,7861.8,duplex,commercial,Border,irregular,5,33012,6,0.4273518341826119,1969,1980.0,highway,26,5,10,,Yes,
14451.3,January-2004,7461.0,flat,commercial,Border,trapezoid,1,23437mts,3,0.2065031814797661,1991,2002.0,street,24,5,8,NA,No,NA
18776.5,March-85,11399.9,flat,commercial,Center,rectangle,5,15761,1,0.691985873664314,1973,1982.0,street,42,4,7,NA,Yes,NA
14502.8,January-1996,9174.9,duplex,commercial,Outskirts,irregular,5,72925,1,0.26465207739336427,1994,0.0,highway,35,2,8,NA,No,NA
16378.4,March-1972,2434.2,open land,residential,Center,irregular,5,22209mts,9,0.8759525701115114,1970,,street,50,3,6,F,NA,NA
14463.0,June-2008,868.8,duplex,commercial,Outskirts,rectangle,1,72705,3,0.9922903601313834,1997,2006.0,highway,49,3,10,NA,No,NA
13008.9,September-1991,1362.6,duplex,residential,Outskirts,trapezoid,5,57802,10,0.649827522844495,1988,0.0,highway,81,1,9,,Yes,NA
10860.4,Dec-2007,2422.7,villa,residential,Border,rectangle,4,30935,8,0.6207412417397682,1993,2002.0,highway,38,1,4,,Yes,Yes
17409.2,December-1982,4662.7,open land,commercial,Outskirts,trapezoid,3,77446,3,0.8615907975679467,1980,0.0,highway,16,5,1,F,NA,NA
12888.3,Mar-1981,11820.8,flat,residential,Border,irregular,2,28011,8,0.6614725280762975,1981,0.0,street,64,4,6,NA,No,NA
11151.9,February-1986,8922.3,duplex,commercial,Outskirts,irregular,1,60150mts,5,0.10158875284830937,1984,0.0,highway,91,4,2,NA,No,
12182.0,Feb-1982,9164.9,villa,residential,Outskirts,rectangle,1,73885,3,0.6823404294552836,1982,0.0,highway,60,1,6,NA,Yes,Yes
13675.9,Jan-1982,10277.6,flat,commercial,Border,trapezoid,3,31069mts,10,0.3693150797996695,1974,0.0,highway,27,3,7,NA,No,NA
15038.6,April-1988,1947.9,villa,residential,Center,trapezoid,4,5695,5,0.08646280885080504,1977,1985.0,street,98,1,1,NA,Yes, No
11625.5,February-1992,1290.0,villa,residential,Border,rectangle,5,35037,1,0.20004398362040599,1980,1990.0,street,10,4,2,NA,Yes,Yes
16205.4,Jul-1988,4878.3,open land,residential,Outskirts,trapezoid,1,54478,4,0.203302539031323,1973,,highway,32,4,3,C,NA,NA
18002.4,February-2009,7284.9,duplex,residential,Border,rectangle,2,39259mts,2,0.8767607472207767,2004,0.0,street,13,3,6,NA,No,
13364.3,February-2009,7463.6,flat,commercial,Border,rectangle,3,24728mts,10,0.22005214300087061,1996,2007.0,highway,54,1,3,NA,No,
8723.7,March-1973,2817.5,villa,residential,Border,irregular,5,34080,6,0.965971664389287,1970,0.0,highway,12,4,7,NA,Yes, No
12166.8,March-1994,5783.1,flat,residential,Center,irregular,2,18770,9,0.06565755007174523,1986,0.0,street,71,1,1,NA,Yes,
10970.4,June-2004,3733.8,villa,residential,Outskirts,trapezoid,4,56252mts,10,0.1666036622650947,1986,1994.0,highway,80,4,7,NA,Yes, No
15270.1,March-1988,8602.7,flat,residential,Border,trapezoid,3,27497,10,0.9233645210519874,1972,1983.0,street,10,5,1,,No,NA
14686.5,May-1982,3794.7,duplex,commercial,Border,rectangle,4,34560mts,4,0.7834710336915539,1973,0.0,street,36,3,8,NA,Yes,NA
15506.9,June-2009,6898.4,villa,residential,Center,rectangle,3,9090,5,0.714553299142821,2007,0.0,street,59,1,8,NA,Yes, No
10031.2,March-1984,6381.7,villa,residential,Border,trapezoid,1,36146mts,5,0.8453601529485124,1973,1981.0,highway,45,1,2,NA,Yes, No
15928.9,January-2006,10063.5,duplex,commercial,Outskirts,irregular,5,55398mts,3,0.8097162146491681,2003,0.0,highway,16,4,8,NA,Yes,NA
17511.9,November-1973,1845.0,open land,industrial,Center,rectangle,5,8027,2,0.8592966601259819,1964,0.0,street,43,3,4,C,NA,NA
19145.9,Apr-2002,1428.6,duplex,commercial,Center,trapezoid,4,25289mts,9,0.6351470130145155,1997,0.0,street,97,3,1,,Yes,
13467.0,June-1991,8708.8,flat,residential,Border,irregular,5,37903,9,0.19579473345800558,1985,0.0,street,42,3,10,NA,Yes,
12714.1,May-1980,3850.6,duplex,commercial,Outskirts,rectangle,1,61811,3,0.05348072426430972,1972,0.0,highway,84,4,10,,Yes,NA
14819.1,September-08,2139.3,flat,commercial,Center,irregular,2,17504,7,0.6863395108715332,2006,0.0,alley,12,3,8,NA,No,NA
23954.8,April-2000,7023.6,open land,industrial,Center,rectangle,2,4401,9,0.3987959289469708,1986,0.0,street,82,4,8,F,NA,NA
14831.3,Oct-1992,6667.6,duplex,commercial,Border,trapezoid,2,38724,10,0.4337492299386041,1976,1987.0,street,7,4,3,NA,No,NA
17790.3,April-2009,1696.7,flat,residential,Center,irregular,2,18865,7,0.05054531549896957,2004,0.0,alley,92,4,1,NA,No,
15751.2,June-1997,1953.1,duplex,residential,Center,rectangle,3,2801,6,0.7050001964717313,1990,0.0,street,96,3,7,NA,Yes,NA
15539.1,December-1982,6383.9,land,commercial,Outskirts,trapezoid,2,67137,4,0.0896575002435086,1981,,highway,54,3,1,C,NA,NA
9728.4,November-2004,1159.9,flat,residential,Border,irregular,4,28915,6,0.2418016643256936,1989,1999.0,highway,49,2,5,NA,No,NA
16993.2,August-05,8722.9,duplex,residential,Border,rectangle,4,21637,10,0.6476172675037537,1993,2003.0,street,40,1,5,NA,No,NA
16353.3,September-1981,9707.5,flat,residential,Outskirts,rectangle,4,71930mts,2,0.3958451399509997,1966,1977.0,highway,21,3,6,NA,Yes,NA
6990.6,Jun-1977,4735.4,villa,residential,Outskirts,irregular,1,78402,1,0.19006515626928866,1975,0.0,highway,94,1,9,,Yes,Yes
12554.3,December-2009,5277.1,flat,residential,Outskirts,irregular,4,80310,9,0.1430653738718698,2003,0.0,highway,86,5,8,NA,Yes,
18822.4,September-92,9944.2,open land,commercial,Border,rectangle,3,21041mts,2,0.7935858613968928,1988,0.0,highway,26,4,1,F,NA,NA
20178.6,October-2008,6029.1,duplex,residential,Center,rectangle,1,16114,5,0.22186342987293672,1993,2001.0,alley,13,5,4,NA,No,
13897.6,December-1985,2362.0,duplex,residential,Border,rectangle,1,34643,8,0.81863505352192,1972,1980.0,street,67,5,8,NA,No,
22115.6,August-2006,9510.3,open land,residential,Center,trapezoid,3,17241,9,0.34443390961947484,2006,0.0,alley,86,2,8,C,NA,NA
7607.8,November-2009,2907.1,villa,residential,Border,irregular,2,22684,8,0.6146813217006262,2004,0.0,highway,60,2,2,NA,Yes, No
11757.4,June-1975,3302.7,duplex,commercial,Border,trapezoid,1,20841,10,0.934111617397781,1968,0.0,highway,31,3,10,NA,Yes,NA
9863.8,January-87,8825.9,villa,residential,Border,irregular,5,23784,1,0.3761574366562085,1982,0.0,highway,52,5,3,NA,Yes,Yes
10099.9,December-1976,10605.1,villa,residential,Border,irregular,5,33148,6,0.37312769593766615,1958,1967.0,highway,27,3,5,NA,Yes,Yes
6674.5,September-1991,2442.7,villa,residential,Border,irregular,1,27669,10,0.46171106696322517,1976,1985.0,highway,9,2,2,NA,Yes,Yes
9746.3,Dec-1979,4313.7,villa,residential,Border,trapezoid,5,30067,10,0.9728400111850393,1964,1972.0,highway,65,4,3,NA,Yes,Yes
18576.7,March-1979,2523.4,open land,residential,Center,irregular,5,7079,2,0.643696643086818,1963,0.0,alley,25,4,7,F,NA,
13263.9,Jul-1994,2466.6,duplex,residential,Border,rectangle,1,32576,5,0.43321630209271833,1982,1992.0,street,71,1,6,NA,Yes,
16170.3,October-2007,2589.6,open land,commercial,Outskirts,rectangle,4,54874,8,0.7171841073106654,2005,0.0,highway,81,2,2,C,NA,NA
12232.5,February-1987,7699.7,duplex,residential,Border,irregular,3,25572mts,1,0.4958007778478415,1981,0.0,highway,53,3,3,NA,No,NA
16345.3,December-1993,11454.1,flat,residential,Border,rectangle,2,32421,7,0.45853145179691235,1975,1986.0,street,46,4,5,NA,Yes,
13762.1,March-1997,3024.2,duplex,commercial,Outskirts,rectangle,2,71653,2,0.15214732147883314,1983,1992.0,highway,49,3,3,NA,Yes,NA
16698.7,July-1990,7314.4,open land,industrial,Border,trapezoid,1,34316,6,0.2713926551272833,1971,0.0,highway,6,5,9,C,NA,NA
14801.0,December-1995,6064.7,villa,residential,Center,trapezoid,5,16597,1,0.3867404459777034,1989,0.0,street,26,2,8,NA,Yes,Yes
10589.2,March-82,9508.5,villa,residential,Border,rectangle,1,29262,7,0.5253851829534681,1977,0.0,highway,87,1,7,NA,Yes,Yes
12091.8,February-2001,7264.0,duplex,residential,Border,irregular,1,24019,4,0.7092890826913334,1983,1993.0,street,83,1,4,NA,No,NA
11083.8,Sep-1994,2902.8,villa,residential,Center,irregular,5,5386,8,0.9416870603477752,1993,0.0,street,83,3,10,NA,Yes, No
10803.6,May-1989,8638.6,villa,residential,Border,trapezoid,3,38146mts,4,0.21800948787524477,1984,0.0,highway,96,5,3,NA,Yes,Yes
17947.4,March-1991,11360.8,open land,commercial,Border,irregular,5,37454,9,0.974447248041641,1980,0.0,street,15,3,2,F,NA,NA
16854.4,November-1980,4174.6,land,residential,Border,trapezoid,5,22394,2,0.6919088633499015,1979,0.0,street,34,1,7,C,NA,NA
17970.4,December-2007,11242.9,duplex,residential,Outskirts,trapezoid,3,74682mts,7,0.030810836224207327,1989,1997.0,highway,13,3,5,NA,No,NA
11005.5,February-1999,7426.1,villa,residential,Outskirts,trapezoid,2,63138,5,0.642348020387512,1991,0.0,highway,96,3,2,NA,Yes,Yes
14519.0,October-1975,7453.8,flat,residential,Outskirts,rectangle,3,63155mts,7,0.5169999795083188,1963,1974.0,highway,18,3,3,,No,
15117.2,June-1997,6039.3,flat,residential,Center,trapezoid,1,8908,7,0.04011988737557126,1989,0.0,street,39,3,2,NA,Yes,NA
16816.9,October-92,6971.5,open land,residential,Outskirts,irregular,1,77282,1,0.30470309972349385,1980,0.0,highway,8,5,9,C,NA,
15741.0,February-86,5525.0,duplex,residential,Center,trapezoid,4,7507,7,0.42837460451696796,1984,0.0,street,92,4,2,NA,Yes,NA
16766.7,November-2008,5591.7,open land,industrial,Border,rectangle,5,24913,8,0.09612105691547657,1993,,highway,79,2,7,F,NA,
14014.0,November-1973,5908.4,flat,residential,Border,rectangle,4,24433,6,0.36841746430357847,1973,0.0,street,45,5,5,NA,No,NA
12631.8,January-1975,1784.1,duplex,commercial,Outskirts,rectangle,2,50030,9,0.5074215561429007,1958,1967.0,highway,6,5,1,,No,
10532.7,September-2004,2197.7,villa,residential,Center,irregular,1,10795,3,0.1910169434973733,2002,0.0,street,44,5,7,,Yes,Yes
16202.9,June-2007,8954.3,duplex,commercial,Border,trapezoid,2,35861,1,0.24522856358039924,2005,0.0,street,58,4,9,,No,NA
11308.3,August-1970,8981.4,flat,residential,Border,irregular,4,24213,6,0.1454250387973982,1956,1965.0,highway,21,4,4,,No,
8706.3,December-1978,8313.0,villa,residential,Border,irregular,2,27232mts,3,0.42431525840229767,1960,1969.0,street,82,5,5,NA,Yes,Yes
9062.7,August-1978,11129.9,villa,residential,Border,irregular,2,29102,9,0.4942539532287942,1962,1970.0,highway,60,4,5,NA,Yes,Yes
11850.8,September-71,6069.6,villa,residential,Outskirts,trapezoid,4,58325,1,0.6926157328630158,1958,1967.0,highway,2,4,6,NA,Yes,Yes
14193.6,February-1972,8005.9,villa,residential,Center,trapezoid,1,3615,4,0.8963699708864438,1965,0.0,alley,58,1,8,NA,Yes, No
11830.0,September-71,3934.6,flat,residential,Outskirts,trapezoid,1,76510,3,0.7798578349914014,1961,1970.0,highway,27,1,1,NA,No,NA
11502.3,March-1993,2392.7,duplex,residential,Outskirts,irregular,4,54017,2,0.02454985929889375,1975,1985.0,highway,38,3,4,,No,
7256.7,May-1973,3894.5,villa,residential,Outskirts,irregular,4,69637,2,0.6199144690640092,1964,0.0,highway,84,1,6,NA,Yes,Yes
15356.9,January-2009,4257.2,duplex,commercial,Outskirts,trapezoid,5,55283,8,0.9895953121499382,2003,0.0,highway,42,2,9,NA,Yes,
12120.1,July-1990,8350.7,villa,residential,Border,rectangle,3,32219,2,0.7750337987210189,1981,0.0,highway,99,3,8,NA,Yes, No
16049.7,March-2000,4341.7,flat,residential,Outskirts,trapezoid,5,76048,5,0.9370055537410902,1983,1992.0,highway,6,4,9,NA,No,NA
12873.3,May-1987,2469.2,duplex,residential,Outskirts,trapezoid,4,56312mts,4,0.7643661793510768,1970,1978.0,highway,64,1,2,,Yes,NA
15693.5,August-2002,7214.3,duplex,commercial,Border,rectangle,3,22712,5,0.04114480701840062,1998,0.0,street,42,5,3,NA,No,NA
14419.7,May-83,2153.6,duplex,residential,Center,trapezoid,4,5079,8,0.22416098648005456,1976,0.0,street,82,5,1,NA,Yes,NA
20739.9,April-1972,11158.7,flat,commercial,Center,rectangle,4,7102,9,0.8690137622668754,1965,0.0,street,91,4,2,NA,No,NA
10689.9,March-1972,7102.6,villa,residential,Center,irregular,4,23951,8,0.7490472110258125,1972,0.0,street,85,3,1,NA,Yes, No
9774.1,January-1999,5573.1,villa,residential,Outskirts,irregular,4,67073mts,7,0.5420364751723313,1991,0.0,highway,56,5,2,,Yes,Yes
9985.0,June-1971,1420.8,villa,residential,Center,irregular,4,7685,6,0.6363826776502105,1969,0.0,alley,70,2,8,NA,Yes,Yes
14916.8,Aug-1990,8047.4,flat,commercial,Border,trapezoid,1,39152mts,2,0.6906619241119752,1982,0.0,street,1,3,10,NA,No,NA
9363.4,August-2008,878.0,villa,residential,Center,irregular,2,22668,10,0.3571070545415086,2005,0.0,street,96,1,7,NA,Yes, No
14544.3,May-1977,6881.2,open land,commercial,Outskirts,irregular,2,77425mts,1,0.13669641664276,1977,0.0,highway,54,3,7,F,NA,
12830.9,June-97,3085.4,duplex,commercial,Border,rectangle,1,21714,9,0.5172490927570323,1988,0.0,street,79,4,4,NA,Yes,NA
20596.2,January-2007,6197.9,open land,commercial,Center,trapezoid,5,9650,6,0.4275514101903003,2007,0.0,street,59,5,10,C,NA,
11626.2,October-1987,9148.2,villa,residential,Center,irregular,4,2994mts,1,0.0015720536915444505,1978,0.0,street,72,5,1,NA,Yes,Yes
16401.0,February-1989,11149.3,open land,commercial,Outskirts,irregular,2,77228,2,0.35118155906355886,1978,0.0,highway,68,5,2,F,NA,NA
10629.6,August-1974,5569.5,flat,commercial,Outskirts,irregular,4,63515,4,0.5417653156662444,1974,0.0,highway,18,1,6,NA,No,
